transcript_id,contig,start,end,strand,gene_id,biotype,transcript_name,ncRNA_biotype,disease_variants_present,number_variants,blast_hit
ENST00000618127,12,40223076,40224915,-,ENSG00000225342,lncRNA,LRRK2-DT-202,antisense_RNA,True,2,O13834
ENST00000561542,10,30302826,30306066,-,ENSG00000259994,lncRNA,,sense_overlapping,False,0,Q86U02
ENST00000635780,16,28258686,28292173,+,ENSG00000283662,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000564585,14,104661120,104665558,-,ENSG00000260792,lncRNA,LINC02280-201,lincRNA,False,0,Q8N2A0
ENST00000343999,22,49619642,49624920,-,ENSG00000188511,lncRNA,MIR3667HG-201,lincRNA,False,0,Q6ZV56
ENST00000505642,5,61637773,61706535,+,ENSG00000178722,lncRNA,C5orf64-203,lincRNA,False,0,Q2M2E5
ENST00000621058,1,120913221,120953463,+,ENSG00000226067,lncRNA,LINC00623-205,lincRNA,False,0,Q3UD82
ENST00000604258,9,99355410,99375227,-,ENSG00000271086,lncRNA,NAMA-204,lincRNA,False,0,Q91DR9
ENST00000436293,2,113236269,113267010,+,ENSG00000189223,lncRNA,PAX8-AS1-203,antisense_RNA,True,76,Q148L6
ENST00000492352,2,15690782,15718961,+,ENSG00000231031,lncRNA,LINC01804-203,lincRNA,False,0,Q9P1C3
ENST00000610085,7,148696467,148698664,-,ENSG00000273314,lncRNA,,antisense_RNA,False,0,Q60246
ENST00000577700,7,44983023,44986637,-,ENSG00000232956,lncRNA,SNHG15-202,lincRNA,False,0,Q8ES96
ENST00000565862,8,78605952,78609705,+,ENSG00000260398,lncRNA,,sense_overlapping,False,0,Q6Y306
ENST00000457234,19,42424269,42525869,+,ENSG00000213904,lncRNA,LIPE-AS1-201,antisense_RNA,True,16,P13688
ENST00000614747,10,117267116,117268668,-,ENSG00000277879,lncRNA,,antisense_RNA,True,8,Q05940
ENST00000572453,17,7015822,7019659,-,ENSG00000267532,lncRNA,MIR497HG-202,antisense_RNA,False,0,Q8IXM2
ENST00000623529,10,120597949,120600108,+,ENSG00000177234,lncRNA,LINC01561-202,lincRNA,False,0,Q8N1V8
ENST00000578152,18,51392042,51468378,+,ENSG00000227115,lncRNA,LINC01630-202,lincRNA,False,0,Q8N2A0
ENST00000581850,6,165940589,165987914,-,ENSG00000112541,processed_transcript,PDE10A-206,lincRNA,False,0,A8K010
ENST00000451775,17,59106598,59118453,+,ENSG00000224738,lncRNA,,antisense_RNA,True,15,Q6UX73
ENST00000499143,11,124800450,124834487,+,ENSG00000245498,lncRNA,MSANTD2-AS1-201,antisense_RNA,False,0,E7EU14
ENST00000521025,8,22613908,22616657,-,ENSG00000253200,lncRNA,,antisense_RNA,True,4,Q8N163
ENST00000591489,6,145814924,145884540,+,ENSG00000235652,lncRNA,EPM2A-DT-204,antisense_RNA,False,0,Q9Y7M1
ENST00000342757,21,43450024,43453902,+,ENSG00000188660,lncRNA,LINC00319-201,lincRNA,False,0,Q81M96
ENST00000436955,1,185607184,185628527,-,ENSG00000228309,lncRNA,LINC01350-201,lincRNA,False,0,P08630
ENST00000448744,6,108751656,108769942,+,ENSG00000203801,lncRNA,LINC00222-207,lincRNA,False,0,Q8F9L0
ENST00000429581,9,10613202,10620420,+,ENSG00000226717,lncRNA,PTPRD-DT-201,lincRNA,False,0,Q6UX73
ENST00000634643,3,127497601,127537778,-,ENSG00000239921,lncRNA,LINC01471-202,lincRNA,False,0,Q01901
ENST00000577573,17,72342940,72355136,+,ENSG00000264026,lncRNA,LINC02003-201,lincRNA,False,0,Q044H9
ENST00000442008,10,5524976,5525742,-,ENSG00000256462,lncRNA,,antisense_RNA,False,0,P27482
ENST00000313303,5,61686076,61706535,+,ENSG00000178722,lncRNA,C5orf64-201,processed_transcript,False,0,Q2M2E5
ENST00000623717,22,45875932,45879247,+,ENSG00000279954,lncRNA,,antisense_RNA,False,0,Q8N7I0
ENST00000636060,6,104902556,104941062,-,ENSG00000203809,lncRNA,LIN28B-AS1-202,lincRNA,False,0,Q8N7M2
ENST00000443034,1,3658938,3668772,-,ENSG00000227589,lncRNA,TP73-AS3-201,antisense_RNA,False,0,P0AAA5
ENST00000413591,13,30103178,30108868,-,ENSG00000224511,lncRNA,LINC00365-201,lincRNA,False,0,O00370
ENST00000561476,9,119935053,119937832,+,ENSG00000261432,lncRNA,LINC01613-201,lincRNA,False,0,P47776
ENST00000435295,6,155253139,155256724,-,ENSG00000235381,lncRNA,,antisense_RNA,False,0,Q8IVF5
ENST00000515704,5,118545858,118562056,-,ENSG00000250891,lncRNA,LINC02208-202,lincRNA,False,0,Q8W474
ENST00000456248,2,198299363,198374549,-,ENSG00000236653,lncRNA,LINC01923-203,lincRNA,False,0,A0A096LPI5
ENST00000433317,22,27993113,28000723,+,ENSG00000235954,lncRNA,TTC28-AS1-210,antisense_RNA,True,3,Q96AY4
ENST00000596283,19,23399470,23408091,-,ENSG00000269416,lncRNA,LINC01224-203,lincRNA,False,0,Q8N2A0
ENST00000635639,19,50808874,50818668,+,ENSG00000180279,processed_transcript,LINC01869-204,lincRNA,False,0,B2IE09
ENST00000444728,19,35540738,35545507,-,ENSG00000236144,lncRNA,TMEM147-AS1-201,antisense_RNA,True,3,P25858
ENST00000570335,17,80801640,80805632,-,ENSG00000262833,lncRNA,,antisense_RNA,False,0,Q6B4Z3
ENST00000600892,16,86331844,86337556,-,ENSG00000168367,lncRNA,LINC00917-206,lincRNA,False,0,Q8WUM0
ENST00000409590,2,59217708,59279400,+,ENSG00000222030,lncRNA,LINC01793-201,lincRNA,False,0,O00370
ENST00000399760,5,17130028,17217047,-,ENSG00000215196,lncRNA,BASP1-AS1-201,antisense_RNA,False,0,Q8N2A0
ENST00000427859,1,239703892,239719066,-,ENSG00000233355,lncRNA,CHRM3-AS2-201,antisense_RNA,False,0,Q8N2A0
ENST00000409376,2,238225113,238231370,-,ENSG00000186235,lncRNA,LINC02610-202,lincRNA,False,0,Q28106
ENST00000423197,1,4412051,4424687,+,ENSG00000235054,lncRNA,LINC01777-201,lincRNA,False,0,Q9M015
ENST00000641468,2,81461362,81467468,-,ENSG00000235519,lncRNA,LINC01815-202,lincRNA,False,0,P54275
ENST00000590478,17,35231450,35242963,-,ENSG00000266947,lncRNA,,antisense_RNA,False,0,Q8N976
ENST00000600074,19,51152923,51181966,-,ENSG00000269072,lncRNA,,antisense_RNA,False,0,Q9Y286
ENST00000484207,14,95663256,95671850,+,ENSG00000187621,retained_intron,TCL6-208,retained_intron,False,0,Q86U02
ENST00000638199,2,164840672,165094117,+,ENSG00000236283,lncRNA,,antisense_RNA,True,204,Q9NY46
ENST00000557882,15,47360000,47396605,-,ENSG00000259221,lncRNA,,antisense_RNA,False,0,Q6W349
ENST00000628924,9,37084990,37087824,+,ENSG00000281649,lncRNA,EBLN3P-204,lincRNA,False,0,P0CF75
ENST00000624692,20,21610787,21703585,-,ENSG00000280350,lncRNA,LINC01726-201,lincRNA,False,0,E7EU14
ENST00000615095,15,73752317,73770613,+,ENSG00000260469,lncRNA,INSYN1-AS1-202,lincRNA,False,0,P08548
ENST00000637523,13,40296112,40481028,-,ENSG00000215483,lncRNA,LINC00598-214,lincRNA,False,0,A0A096LPI5
ENST00000565390,1,40464319,40466767,+,ENSG00000260920,lncRNA,,sense_overlapping,False,0,Q86U02
ENST00000583516,3,54632122,54639857,-,ENSG00000265992,lncRNA,ESRG-201,sense_intronic,False,0,Q1W209
ENST00000623966,19,16572624,16575340,+,ENSG00000279529,lncRNA,,antisense_RNA,False,0,Q5JPI9
ENST00000435253,1,105602152,105618958,-,ENSG00000230768,lncRNA,LINC01676-202,lincRNA,False,0,Q8N7I0
ENST00000590717,19,35540739,35545507,-,ENSG00000236144,lncRNA,TMEM147-AS1-205,antisense_RNA,True,3,O14556
ENST00000499217,15,74461265,74481302,+,ENSG00000247240,lncRNA,UBL7-DT-201,antisense_RNA,False,0,Q86U02
ENST00000562143,8,10050485,10054254,-,ENSG00000260093,lncRNA,MSRA-DT-201,antisense_RNA,False,0,E7EU14
ENST00000557691,14,70809841,70815403,+,ENSG00000259153,lncRNA,MAP3K9-DT-202,lincRNA,False,0,Q5JTZ5
ENST00000436477,17,30573471,30577000,-,ENSG00000231421,lncRNA,,lincRNA,False,0,A8MUN3
ENST00000527518,12,4700417,4720102,-,ENSG00000255474,lncRNA,GAU1-201,lincRNA,False,0,Q8N7I0
ENST00000499962,11,3029394,3041260,+,ENSG00000247473,lncRNA,CARS1-AS1-201,antisense_RNA,True,8,Q4R550
ENST00000606070,6,107957413,107959986,+,ENSG00000272476,lncRNA,,antisense_RNA,True,13,Q9UGP8
ENST00000501397,11,100684162,100687955,-,ENSG00000248027,lncRNA,ARHGAP42-AS1-201,antisense_RNA,False,0,A6NI28
ENST00000608605,3,50669989,50672048,+,ENSG00000273356,lncRNA,LINC02019-201,lincRNA,False,0,Q8N2A0
ENST00000634868,1,106038547,106124564,+,ENSG00000237480,lncRNA,,lincRNA,False,0,E7EU14
ENST00000564681,10,22218074,22221168,+,ENSG00000260205,lncRNA,,lincRNA,False,0,Q96MD7
ENST00000639363,9,39983793,40106611,-,ENSG00000284116,lncRNA,,processed_transcript,False,0,O13672
ENST00000623256,20,21569976,21616325,+,ENSG00000279082,lncRNA,LINC01727-202,lincRNA,False,0,Q6A8K8
ENST00000562108,15,32398956,32435233,-,ENSG00000215304,lncRNA,,processed_transcript,False,0,D6RF30
ENST00000484933,1,87132003,87136669,+,ENSG00000267272,lncRNA,LINC01140-206,lincRNA,False,0,Q8EQA9
ENST00000398177,16,70755035,70773242,+,ENSG00000214353,lncRNA,VAC14-AS1-201,antisense_RNA,True,20,P11369
ENST00000588701,17,77373818,77377236,-,ENSG00000266998,lncRNA,,antisense_RNA,False,0,Q6INA9
ENST00000443935,22,17580157,17589192,-,ENSG00000236754,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000558963,15,36438972,36444512,-,ENSG00000259737,lncRNA,,lincRNA,False,0,B9DFU2
ENST00000486671,14,95664862,95670414,+,ENSG00000187621,retained_intron,TCL6-209,retained_intron,False,0,Q96N38
ENST00000446979,2,238510690,238555054,-,ENSG00000225493,lncRNA,LINC01107-201,lincRNA,False,0,P04676
ENST00000617795,12,116948738,116951422,-,ENSG00000274554,lncRNA,,antisense_RNA,True,2,Q8WTZ3
ENST00000639773,2,190624528,190648473,-,ENSG00000284052,lncRNA,,bidirectional_promoter_lncRNA,False,0,O00370
ENST00000622091,8,104419512,104421500,-,ENSG00000179577,lncRNA,,sense_intronic,False,0,Q8NHA8
ENST00000604724,9,13406380,13433025,-,ENSG00000270547,lncRNA,LINC01235-201,lincRNA,False,0,Q96CB5
ENST00000333145,2,113235540,113267004,+,ENSG00000189223,lncRNA,PAX8-AS1-201,antisense_RNA,True,78,Q148L6
ENST00000562298,16,89716528,89718164,+,ENSG00000261373,lncRNA,VPS9D1-AS1-201,antisense_RNA,False,0,Q9Y2B5
ENST00000441568,20,22676072,22685298,-,ENSG00000230400,lncRNA,LINC01747-202,lincRNA,False,0,H2DH20
ENST00000499522,8,103165929,103285907,-,ENSG00000247081,lncRNA,BAALC-AS1-201,antisense_RNA,False,0,Q9P1C3
ENST00000594189,1,148162360,148163840,+,ENSG00000232265,lncRNA,LINC02805-203,lincRNA,False,0,B4EWW4
ENST00000503985,6,53561906,53617171,-,ENSG00000231683,lncRNA,,lincRNA,False,0,B0USG1
ENST00000568189,2,110245591,110285856,+,ENSG00000282304,lncRNA,,processed_transcript,False,0,Q13021
ENST00000628622,1,235065479,235074220,-,ENSG00000280587,lncRNA,LINC01348-201,lincRNA,False,0,E7EU14
ENST00000441160,1,221966410,221984964,+,ENSG00000228437,lncRNA,LINC02474-202,lincRNA,False,0,Q1W209
ENST00000580134,17,13909231,13911212,+,ENSG00000265494,lncRNA,,lincRNA,False,0,C1DQM8
ENST00000501855,5,180830957,180835726,+,ENSG00000245060,lncRNA,LINC00847-201,lincRNA,False,0,A6NIU2
ENST00000623772,17,61411751,61413280,+,ENSG00000187013,lncRNA,LINC02875-201,lincRNA,False,0,Q86X59
ENST00000568143,1,24968423,24970865,-,ENSG00000261025,lncRNA,,lincRNA,False,0,Q6ME50
ENST00000512559,5,23951348,24178263,+,ENSG00000248874,lncRNA,LINC02899-202,lincRNA,False,0,Q8NAS9
ENST00000417072,Y,9740584,9758476,+,ENSG00000212855,lncRNA,TTTY2-201,lincRNA,False,0,Q9BZ97
ENST00000512043,4,75354076,75362566,+,ENSG00000251383,lncRNA,LINC02483-201,lincRNA,False,0,Q9ZDK5
ENST00000445604,9,62865597,62898095,-,ENSG00000234665,lncRNA,LERFS-202,lincRNA,False,0,Q8NFD4
ENST00000450938,9,117648606,117657027,+,ENSG00000233569,lncRNA,,lincRNA,False,0,Q4ZHA6
ENST00000447078,2,151117955,151186209,-,ENSG00000236885,lncRNA,,lincRNA,False,0,Q01886
ENST00000399869,5,987180,997308,-,ENSG00000215246,lncRNA,,antisense_RNA,False,0,A0A096LPI5
ENST00000571197,16,68225969,68229145,-,ENSG00000262160,lncRNA,,antisense_RNA,False,0,Q12968
ENST00000533232,17,72079938,72120793,-,ENSG00000234899,retained_intron,SOX9-AS1-210,retained_intron,True,2,O00370
ENST00000359074,20,38446701,38450920,+,ENSG00000174365,lncRNA,SNHG11-201,lincRNA,False,0,P0ADD6
ENST00000563613,16,19343647,19401693,-,ENSG00000259925,lncRNA,,lincRNA,False,0,P61576
ENST00000619092,13,113527260,113530621,+,ENSG00000276248,lncRNA,,sense_intronic,False,0,Q6UX73
ENST00000627071,7,148987527,148989432,+,ENSG00000281189,lncRNA,GHET1-201,lincRNA,False,0,P11369
ENST00000446807,10,29409580,29483432,+,ENSG00000224597,processed_transcript,SVIL-AS1-208,antisense_RNA,True,45,Q5ZLG1
ENST00000554735,14,101557304,101560411,-,ENSG00000258498,lncRNA,DIO3OS-205,lincRNA,False,0,B3EY95
ENST00000501338,5,96814028,96935809,-,ENSG00000247121,lncRNA,,antisense_RNA,True,9,Q8NAE3
ENST00000564021,9,133611798,133633099,-,ENSG00000261018,lncRNA,,antisense_RNA,False,0,Q5Z1K7
ENST00000596326,19,23919081,23957930,-,ENSG00000269289,lncRNA,,antisense_RNA,False,0,A6NNF4
ENST00000568092,15,62274855,62278365,+,ENSG00000261296,lncRNA,,lincRNA,False,0,P11369
ENST00000582251,18,70380140,70384591,-,ENSG00000266278,lncRNA,LINC01910-201,lincRNA,False,0,Q8N7I0
ENST00000558061,15,48645951,48652016,+,ENSG00000259705,lncRNA,FBN1-DT-201,lincRNA,False,0,Q3U8K7
ENST00000606164,2,88628171,88631821,+,ENSG00000234028,lncRNA,EIF2AK3-DT-202,antisense_RNA,False,0,Q8N2A0
ENST00000507950,5,5069192,5078311,-,ENSG00000250529,lncRNA,LINC02121-201,lincRNA,False,0,G5EBM1
ENST00000513207,11,78423982,78429836,-,ENSG00000251323,lncRNA,LINC02728-201,lincRNA,False,0,P11369
ENST00000641932,2,19469021,19505808,+,ENSG00000237992,lncRNA,LINC01808-203,lincRNA,False,0,B8F8N4
ENST00000631075,2,145023253,145152141,+,ENSG00000226674,lncRNA,TEX41-300,lincRNA,False,0,Q53H47
ENST00000501695,5,148268307,148383868,-,ENSG00000247199,lncRNA,FBXO38-DT-201,antisense_RNA,False,0,Q96DM1
ENST00000522863,7,27184671,27189169,+,ENSG00000240990,lncRNA,HOXA11-AS-205,antisense_RNA,True,8,P31311
ENST00000612438,13,37534940,37551536,+,ENSG00000275226,lncRNA,LINC00547-201,lincRNA,False,0,Q1LNE5
ENST00000566232,16,32262827,32265514,-,ENSG00000260402,lncRNA,,lincRNA,False,0,O15105
ENST00000614062,1,120913306,121009291,+,ENSG00000226067,lncRNA,LINC00623-202,lincRNA,False,0,Q3UD82
ENST00000406213,22,23894426,23898930,-,ENSG00000218537,lncRNA,MIF-AS1-201,antisense_RNA,True,3,Q6DN04
ENST00000419895,11,112290201,112294119,+,ENSG00000250303,lncRNA,LINC02762-201,lincRNA,False,0,C0H3Q3
ENST00000600348,19,34837889,34841681,+,ENSG00000269086,lncRNA,,lincRNA,False,0,Q8N2A0
ENST00000420707,1,152189351,152341110,+,ENSG00000237975,lncRNA,FLG-AS1-204,antisense_RNA,True,385,Q49690
ENST00000451116,7,154092201,154096043,-,ENSG00000233363,lncRNA,,antisense_RNA,False,0,P45363
ENST00000563320,1,191151510,191154634,+,ENSG00000261642,lncRNA,,lincRNA,False,0,Q8NAS9
ENST00000502934,5,92199537,92406644,+,ENSG00000250049,lncRNA,,lincRNA,False,0,K7EIQ3
ENST00000262354,21,23361104,23384920,-,ENSG00000228592,lncRNA,D21S2088E-201,lincRNA,False,0,Q6W349
ENST00000573602,17,80968220,80971078,-,ENSG00000261924,lncRNA,,antisense_RNA,False,0,Q96CB5
ENST00000590100,17,45247936,45269814,+,ENSG00000267278,lncRNA,MAP3K14-AS1-208,antisense_RNA,True,93,Q8N769
ENST00000602436,3,9958717,9962539,+,ENSG00000269982,lncRNA,,antisense_RNA,False,0,Q8WTZ3
ENST00000391666,2,5970973,5974241,+,ENSG00000232044,lncRNA,SILC1-201,processed_transcript,False,0,Q8N2A0
ENST00000600155,21,33948788,33969598,+,ENSG00000237945,lncRNA,LINC00649-211,antisense_RNA,False,0,Q9GLX8
ENST00000624456,13,100537365,100539567,+,ENSG00000280169,lncRNA,,antisense_RNA,False,0,O00370
ENST00000561598,18,11666456,11670165,-,ENSG00000260759,lncRNA,,lincRNA,False,0,Q04832
ENST00000453698,20,38446578,38450922,+,ENSG00000174365,retained_intron,SNHG11-213,retained_intron,False,0,Q5XCD0
ENST00000591217,9,83831586,83867806,+,ENSG00000231616,lncRNA,,antisense_RNA,True,5,Q86VH2
ENST00000500093,5,55995167,56003649,+,ENSG00000227908,lncRNA,IL6ST-DT-201,antisense_RNA,False,0,Q8WTZ3
ENST00000424580,22,45000565,45003619,-,ENSG00000230922,lncRNA,,sense_intronic,False,0,A9NNH7
ENST00000420821,7,41693929,41713194,+,ENSG00000224116,lncRNA,INHBA-AS1-202,antisense_RNA,False,0,Q8N2A0
ENST00000448117,2,172103006,172109982,+,ENSG00000236651,lncRNA,DLX2-DT-201,lincRNA,False,0,Q54P56
ENST00000429282,2,130830978,130836994,-,ENSG00000233221,lncRNA,ARHGEF4-AS1-201,antisense_RNA,False,0,Q96CB5
ENST00000401499,7,155382076,155396356,+,ENSG00000218672,lncRNA,,lincRNA,False,0,Q8N7I0
ENST00000602516,6,30304071,30306960,-,ENSG00000231074,lncRNA,HCG18-244,antisense_RNA,False,0,Q8N976
ENST00000413129,6,10511036,10514546,-,ENSG00000237685,lncRNA,,antisense_RNA,False,0,P97402
ENST00000414116,7,22649960,22665533,-,ENSG00000105889,processed_transcript,STEAP1B-203,lincRNA,False,0,Q10J20
ENST00000601034,13,51454168,51465020,+,ENSG00000236778,lncRNA,INTS6-AS1-221,antisense_RNA,False,0,Q8N7I0
ENST00000546714,12,107736589,107759968,+,ENSG00000258136,lncRNA,,antisense_RNA,False,0,Q9UKN5
ENST00000569981,16,29808636,29811985,-,ENSG00000238045,lncRNA,,antisense_RNA,False,0,P56671
ENST00000574098,17,83220548,83222956,-,ENSG00000262094,lncRNA,,lincRNA,False,0,P97459
ENST00000612023,16,85137150,85149443,+,ENSG00000278214,lncRNA,LINC02139-201,lincRNA,False,0,Q8WTZ3
ENST00000499948,12,12979837,12984645,+,ENSG00000247498,lncRNA,GPRC5D-AS1-202,antisense_RNA,False,0,P33302
ENST00000617896,9,136122521,136124363,+,ENSG00000275329,lncRNA,,lincRNA,False,0,P51726
ENST00000468186,3,9349689,9396654,-,ENSG00000206573,lncRNA,THUMPD3-AS1-202,antisense_RNA,False,0,A2AXG5
ENST00000381363,11,2140644,2147807,+,ENSG00000099869,lncRNA,IGF2-AS-202,antisense_RNA,False,0,Q6U949
ENST00000636682,6,104935206,104941263,-,ENSG00000203809,lncRNA,LIN28B-AS1-203,lincRNA,False,0,Q6B4Z3
ENST00000607222,1,1613758,1615795,-,ENSG00000272106,lncRNA,,antisense_RNA,True,2,Q8WTZ3
ENST00000580278,17,20929755,20939519,+,ENSG00000233098,lncRNA,CCDC144NL-AS1-213,antisense_RNA,False,0,A8MUN3
ENST00000637995,6,152983331,152990541,+,ENSG00000227627,lncRNA,,antisense_RNA,False,0,Q9UGC7
ENST00000612143,13,112686769,112689815,-,ENSG00000274922,lncRNA,,lincRNA,False,0,Q00495
ENST00000529893,6,2245732,2413553,+,ENSG00000250903,lncRNA,GMDS-DT-205,lincRNA,False,0,P08548
ENST00000604845,2,75660462,75662208,+,ENSG00000270696,lncRNA,,antisense_RNA,False,0,P11369
ENST00000625127,17,32423971,32446038,-,ENSG00000279762,lncRNA,,antisense_RNA,False,0,Q8N7I0
ENST00000436991,1,25644544,25659111,-,ENSG00000233478,lncRNA,,antisense_RNA,False,0,Q6ZSR6
ENST00000427524,1,32987075,33032469,+,ENSG00000236065,lncRNA,,antisense_RNA,True,127,P15880
ENST00000606645,1,2546400,2547460,+,ENSG00000272449,lncRNA,,lincRNA,False,0,Q4JV51
ENST00000562231,16,80828735,80892682,-,ENSG00000260896,lncRNA,ARLNC1-202,lincRNA,False,0,P19616
ENST00000630139,2,145171998,145262988,+,ENSG00000226674,lncRNA,TEX41-291,lincRNA,False,0,B3P3W1
ENST00000502463,8,127686343,127733967,-,ENSG00000249375,lncRNA,CASC11-201,lincRNA,False,0,Q0AHY0
ENST00000577055,16,2737076,2750810,-,ENSG00000205913,lncRNA,SRRM2-AS1-205,antisense_RNA,False,0,Q8WTZ3
ENST00000568729,7,149422675,149424890,+,ENSG00000261842,lncRNA,,lincRNA,False,0,P0A3Z2
ENST00000442007,6,73263215,73276517,+,ENSG00000229852,lncRNA,KHDC1-AS1-203,antisense_RNA,False,0,Q8N2A0
ENST00000558082,15,82088594,82097694,+,ENSG00000259518,lncRNA,LINC01583-202,lincRNA,False,0,Q8IV13
ENST00000612792,16,25257952,25261066,+,ENSG00000274925,lncRNA,ZKSCAN2-DT-201,lincRNA,False,0,Q8N2A0
ENST00000556405,14,44763157,44782829,-,ENSG00000258998,lncRNA,LINC02302-201,lincRNA,False,0,Q8N7I0
ENST00000421157,1,113011687,113073113,-,ENSG00000238198,lncRNA,LRIG2-DT-201,lincRNA,False,0,Q8N2A0
ENST00000546738,12,48011304,48025469,+,ENSG00000257985,lncRNA,,antisense_RNA,False,0,Q86U02
ENST00000635002,1,4412027,4424689,+,ENSG00000235054,lncRNA,LINC01777-203,lincRNA,False,0,Q8LLR0
ENST00000569165,16,83735342,83772917,-,ENSG00000260788,lncRNA,,antisense_RNA,True,5,Q9SGY1
ENST00000600140,9,95772323,95774734,+,ENSG00000268926,lncRNA,,lincRNA,False,0,Q2RIS7
ENST00000544842,12,5315961,5319347,+,ENSG00000256146,lncRNA,,lincRNA,False,0,O49146
ENST00000563960,16,33203773,33206462,-,ENSG00000260827,lncRNA,,lincRNA,False,0,Q6MBS3
ENST00000493033,3,114214391,114236204,+,ENSG00000241490,lncRNA,,antisense_RNA,False,0,Q86U02
ENST00000444433,10,133083073,133086697,-,ENSG00000256925,lncRNA,ADGRA1-AS1-202,antisense_RNA,False,0,Q3SNU3
ENST00000430776,1,191875495,192011260,+,ENSG00000228215,lncRNA,LINC02770-201,lincRNA,False,0,P48302
ENST00000454178,10,85193421,85197958,-,ENSG00000237267,lncRNA,LINC01519-201,lincRNA,False,0,Q8WTZ3
ENST00000427451,21,40383083,40385358,+,ENSG00000235123,lncRNA,DSCAM-AS1-202,antisense_RNA,False,0,Q6UX73
ENST00000502390,6,53561289,53617007,-,ENSG00000231683,lncRNA,,lincRNA,False,0,Q83MD3
ENST00000634255,1,115919350,115931579,+,ENSG00000228127,lncRNA,LINC01649-202,lincRNA,False,0,Q54DN6
ENST00000607830,5,43033716,43034635,+,ENSG00000272382,lncRNA,,lincRNA,False,0,Q7MR25
ENST00000475816,3,98714332,98732508,-,ENSG00000239445,lncRNA,ST3GAL6-AS1-202,antisense_RNA,False,0,Q5SPJ8
ENST00000535913,20,46013500,46022073,-,ENSG00000204044,lncRNA,SLC12A5-AS1-202,antisense_RNA,True,48,P14780
ENST00000448136,17,76557778,76565348,+,ENSG00000163597,lncRNA,SNHG16-201,lincRNA,False,0,Q8N2A0
ENST00000596747,2,145023163,145152507,+,ENSG00000226674,lncRNA,TEX41-220,lincRNA,False,0,Q53H47
ENST00000590823,19,1822146,1824542,+,ENSG00000267244,retained_intron,,retained_intron,False,0,Q8N1G1
ENST00000632982,10,1290018,1293002,-,ENSG00000282390,lncRNA,,sense_intronic,False,0,Q9NRJ1
ENST00000508110,4,186423728,186500997,-,ENSG00000251165,lncRNA,F11-AS1-202,antisense_RNA,False,0,Q8Z167
ENST00000456447,3,185713252,185729787,+,ENSG00000163915,lncRNA,IGF2BP2-AS1-202,antisense_RNA,False,0,Q96M15
ENST00000640557,3,39152906,39154723,+,ENSG00000283849,lncRNA,,antisense_RNA,False,0,B2UA12
ENST00000619492,12,3171657,3174056,+,ENSG00000275850,lncRNA,,sense_intronic,False,0,E7EU14
ENST00000618285,20,33985617,33991818,-,ENSG00000285230,lncRNA,RALY-AS1-204,lincRNA,False,0,Q8N2A0
ENST00000437258,21,43805758,43810331,-,ENSG00000215458,lncRNA,AATBC-202,antisense_RNA,False,0,Q5NXZ4
ENST00000614400,17,2720801,2749652,-,ENSG00000277200,protein_coding,CCDC92B-201,lincRNA,False,0,Q6UX73
ENST00000412835,2,174547374,174665689,+,ENSG00000236449,lncRNA,,antisense_RNA,True,164,Q8TDB8
ENST00000510897,8,124942055,124951099,+,ENSG00000249816,lncRNA,LINC00964-202,lincRNA,False,0,Q8N976
ENST00000422117,15,25484831,25578791,-,ENSG00000235731,lncRNA,LINC02250-201,lincRNA,False,0,Q5T7N2
ENST00000602663,15,30487963,30490313,+,ENSG00000270055,lncRNA,,sense_intronic,False,0,Q6UX73
ENST00000569644,1,179543201,179548922,-,ENSG00000261250,lncRNA,,antisense_RNA,False,0,Q8N2A0
ENST00000635218,1,63174472,63317274,-,ENSG00000224209,lncRNA,LINC00466-208,lincRNA,False,0,Q9BUB5
ENST00000412578,3,10759484,10764192,-,ENSG00000226567,lncRNA,LINC00606-201,lincRNA,False,0,Q0J3D9
ENST00000566996,16,23670011,23673673,+,ENSG00000260482,lncRNA,,3prime_overlapping_ncRNA,False,0,Q6UX73
ENST00000587413,19,36797518,36803900,+,ENSG00000267254,lncRNA,ZNF790-AS1-202,antisense_RNA,False,0,Q6UX73
ENST00000415386,1,16533886,16535649,-,ENSG00000233421,lncRNA,LINC01783-201,lincRNA,False,0,A1CFM1
ENST00000523703,8,124192671,124247398,-,ENSG00000214803,lncRNA,,lincRNA,False,0,Q6B4Z3
ENST00000452802,3,8193137,8501666,-,ENSG00000227110,lncRNA,LMCD1-AS1-205,antisense_RNA,False,0,O00370
ENST00000608189,1,827654,854103,+,ENSG00000228794,lncRNA,LINC01128-208,lincRNA,False,0,Q5U5Z8
ENST00000553979,14,80211419,80455469,+,ENSG00000258766,lncRNA,DIO2-AS1-201,antisense_RNA,False,0,Q96CB5
ENST00000566372,3,160753428,160755142,-,ENSG00000260572,lncRNA,PPM1L-DT-201,antisense_RNA,False,0,P25841
ENST00000519461,8,9900064,9903398,-,ENSG00000253230,lncRNA,MIR124-1HG-203,lincRNA,False,0,C4LE79
ENST00000424528,1,97988000,98049863,-,ENSG00000225206,lncRNA,MIR137HG-202,lincRNA,False,0,Q6UX73
ENST00000626109,1,213924749,213926654,-,ENSG00000281664,lncRNA,LINC00538-201,lincRNA,False,0,A8FPK4
ENST00000580022,17,58337308,58353719,+,ENSG00000265148,lncRNA,TSPOAP1-AS1-205,antisense_RNA,False,0,Q5HZ97
